sentence,translation,difficulty,Tense_Simple_Present,Tense_Present_Continuous,Tense_Present_Perfect,Tense_Present_Perfect_Cont,Tense_Simple_Past,Tense_Past_Continuous,Tense_Past_Perfect,Tense_Past_Perfect_Cont,Tense_Simple_Future,Tense_Future_Continuous,Tense_Future_Perfect,Tense_Future_Perfect_Cont,is_passive,subordinate_clause_count,noun_phrase_count,average_noun_phrase_length,prepositional_phrase_count,verb_phrase_count,adjective_count,adverb_count,proper_noun_count,sentence_length
"२०१० च्या मोसमात, त्याच्या संघातून तो सर्वाधिक धावा करणाऱ्या फलंदाजांमध्ये तिसऱ्या क्रमांकावर होता","In the 2010 season, he was the third-highest run-scorer for his team.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3.25,2,1,1,1,0,18
एका आयपीएल मोसमात सर्वाधिक धावा (९७३),Most runs in a single IPL season (973),4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,1,2,0,1,10
१०० धावांचा टप्पा त्याने ६१ चेंडूंत गाठला आणि भारतातर्फे तिसरे सर्वात जलद शतक ठोकले,"He reached his 100 in 61 balls, the third-fastest century by an Indian.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3.25,1,1,1,1,1,17
प्रथम फलंदाजी करताना भारताने २० षटकांमध्ये ७ गड्यांच्या मोबदल्यात १२९ धावा केल्या,"Batting first, India scored 129 / 7 in 20 overs.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1.5,1,2,0,1,1,12
कोहलीच्या दुसऱ्या डावातल्या शतकाचे ऑस्ट्रेलियाच्या बऱ्याच समालोचकांनी 'ऑस्ट्रेलियामध्ये पाहिलेली सर्वाधिक आकर्षक चवथ्या डावातील खेळी' असे वर्णन केले,Kohli's second-innings century was described by many Australian commentators as'the most attractive fourth-innings innings ever seen in Australia '.,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,4.25,1,2,5,2,2,25
हे त्याचे एकूण एकोणिसावे आणि बांगलादेशविरुद्ध पाचवे एकदिवसीय शतक,This was his nineteenth ODI century overall and fifth against Bangladesh.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,1,1,3,1,1,12
पहिल्या डावात त्याने त्याची सर्वोत्कृष्ट धावसंख्या १६९ केली आणि रहाणेसोबत २६२ धावांची भागीदारी केली,"In the first innings, he made his best score of 169 and shared a 262-run partnership with Rahane.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.6,3,2,2,0,1,22
जमावाने तुमच्या आई आणि बहिणीबद्दल अपशब्द  काढले तर काय,What if the mob hurls abuses at your mother and sister?,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1.4,1,1,0,0,0,12
ह्या आयपीएल मध्ये बंगलोरच्या संघाला उपविजेते पदावर समाधान मानावे लागले,"In this IPL, the Bangalore team had to settle for the runner-up position.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3.3333333333333335,2,2,0,0,2,17
भारताने मालिकेत पुनरागमन करत पुढील दोन्ही सामने जिंकून आणि मालिका २-१ अशी खिशात घातली,"India bounced back in the series, winning the next two matches and sealing the series 1-2",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.25,2,3,1,1,1,19
कोहलीला सामनावीर घोषित करण्यात आले,Kohli was declared the Man of the Match.,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1.6666666666666667,1,1,0,0,3,9
त्या सामन्यात कोहली हिट विकेटने बाद झाला,Kohli was dismissed hit-wicket in that match.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2.0,1,1,0,0,1,10
"२०१५ च्या सुरुवातीला, रिचर्ड्स म्हणाले, कोहली एकदिवसीय क्रिकेटमध्ये ""आत्ताच विख्यात"" आहे, तसेच माजी ऑस्ट्रेलियन क्रिकेट खेळाडू डीन जोन्स कोहलीला ""क्रिकेट विश्वाचा नवा राजा"" म्हणाले","In early 2015, Richards said Kohli was ""famous right now"" in ODI cricket, with former Australian cricketer Dean Jones calling Kohli ""the new king of the cricket universe.""",9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,2.4285714285714284,4,3,5,2,6,35
रॉयल चॅलेंजर्सचे प्रशिक्षक रे जेनींग्सच्या मते २२ वर्षीय कोहली हा भविष्यात फ्रँचायझीचाच नाही तर भारतीय संघाचादेखील कर्णधार होईल,Royal Challengers coach Ray Jennings believes that the 22-year-old Kohli will be the captain of not only the franchise but also the Indian team in the future.,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,3.8333333333333335,2,2,2,2,5,32
"हा एकदिवसीय क्रिकेटच्या इतिहासातील दुसरा सर्वात मोठा यशस्वी पाठलाग होता, ज्यात कोहलीचे शतक ही ऑस्ट्रेलियाविरुद्ध सर्वात जलद आणि धावांचा पाठलाग करताना तिसरे जलद शतक होते","It was the second-highest successful chase in ODI cricket history, with Kohli's century being the fastest against Australia and the third-fastest in a run chase.",9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.8333333333333335,4,2,6,2,2,32
"उपांत्य सामन्यात, कोहली ४७ चेंडून ८९ धावा करून, पुन्हा एकदा सामन्यात सर्वात जास्त धावा करणारा फलंदाज होता, पण वेस्ट इंडीजने भारताची १९२ धावसंख्या पार केली आणि भारताचे आव्हान संपुष्टात आले","In the semi-final, Kohli was once again the top-scorer of the match, with 89 runs from 47 balls, but the West Indies passed India's score of 192, ending India's challenge.",9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2.5,5,3,4,2,5,41
"कोहलीने नाबाद ९०, नाबाद ५९  आणि ५० अशा तिनही सामन्यांमध्ये अर्धशतके झळकावली, आणि दोन सामन्यांमध्ये सामनावीराच्या पुरस्कारासहित, मालिकावीराचा बहुमान सुद्धा मिळवला","Kohli scored half-centuries in all three matches - 90 not out, 59 not out, and 50 - and won the Man of the Match award as well as the Man of the Series award in two matches.",8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2.375,4,2,1,4,5,42
"मालिकेदरम्यान, तो एकदिवसीय क्रिकेटमध्ये सर्वात जलद ७००० धावा पूर्ण करणारा फलंदाज ठरला, त्याने हा मैलाचा दगड केवळ १६१ डावांमध्ये पूर्ण केला, तसेच तो सर्वात जलद २५ शतके झळकावणारा फलंदाजसुद्धा ठरला","During the series, he became the fastest batsman to reach 7000 ODI runs, reaching the milestone in just 161 innings, as well as the fastest to 25 centuries.",9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,2.7142857142857144,2,3,2,3,1,32
कोहलीच्या ८६ चेंडूंतील १३३ धावांच्या स्फोटक खेळीमुळे भारताने श्रीलंकेचे आव्हान १३ षटके राखून सहज पार केले,Kohli's 86-ball 133 helped India chase down the Sri Lankan challenge with 13 overs to spare,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3.0,2,3,0,0,4,19
"२२, आणि त्याच्या विरुद्ध प्रथम फलंदाजी करताना आहे ४१","22, and batting first against him is 41.",4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2,0,1,0,10
त्याने अनिर्णित राहिलेल्या एकमेव कसोटी सामन्यात फक्त १४ धावा केल्या आणि बांगलादेशने २-१ असा विजय मिळवलेल्या एकदिवसीय मालिकेत फक्त १६,"He scored just 14 runs in the drawn one-off Test match and just 16 in the ODI series, which Bangladesh won 2-1.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2.6666666666666665,3,3,0,2,2,28
"सजदेह सांगतात ""मी, ते सितारे झाल्यानंतर त्यांच्यामागे जात नाही","Sajdeh says, ""I don't follow them after they become stars.",5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1.0,0,3,0,0,1,14
"कोहलीचा कर्णधार म्हणून पहिला मालिका विजय आणि भारताचा चार वर्षांनंतर परदेशातला विजय दक्षिण आफ्रिकेच्या भारताच्या दौऱ्यावर, कोहलीने टी२० मालिकेमध्ये २२ च्या सरासरीने धावा केल्या","Kohli's first series win as captain and India's first away win in four years On South Africa's tour of India in 1993, Kohli averaged 22 in the T20I series.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2.625,6,2,3,1,6,34
